22-04-56.525000,"""Program init""" 
22-09-06.350000,[2] 0
22-09-06.351000,""""
22-09-06.353000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.356000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.358000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-06.362000,"""[RSP] Sensor: 4. RSSI: 81"""
22-09-06.368000,"""COUNT 1 1 1 1"
22-09-06.374000,[0] 58 69 69
22-09-06.375000,[1] 68 62
22-09-06.376000,[2] 64
22-09-06.377000,""""
22-09-06.378000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.379000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.380000,"""[RSP] Sensor: 4. RSSI: 80"""
22-09-06.383000,"""[RSP] Sensor: 1. RSSI: 58"""
22-09-06.389000,"""COUNT 1 1 1 1"
22-09-06.390000,[0] 58 69 70
22-09-06.391000,[1] 68 66
22-09-06.392000,[2] 62
22-09-06.394000,""""
22-09-06.395000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-06.399000,"""[RSP] Sensor: 4. RSSI: 81"""
22-09-06.400000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.404000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.409000,"""COUNT 1 1 1 1"
22-09-06.410000,[0] 58 0 70
22-09-06.410000,[1] 70 70
22-09-06.411000,[2] 59
22-09-06.412000,""""
22-09-06.415000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.417000,"""[RSP] Sensor: 4. RSSI: 87"""
22-09-06.420000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.423000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.426000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.429000,"""COUNT 1 1 2 1"
22-09-06.430000,[0] 58 68 71
22-09-06.432000,[1] 70 65
22-09-06.435000,[2] 61
22-09-06.436000,""""
22-09-06.438000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.439000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.441000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.445000,"""[RSP] Sensor: 4. RSSI: 82"""
22-09-06.448000,"""COUNT 1 1 1 1"
22-09-06.449000,[0] 58 0 0
22-09-06.449000,[1] 69 62
22-09-06.450000,[2] 63
22-09-06.451000,""""
22-09-06.455000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.456000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.460000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-06.462000,"""[RSP] Sensor: 4. RSSI: 81"""
22-09-06.466000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.469000,"""COUNT 2 1 1 1"
22-09-06.470000,[0] 58 69 0
22-09-06.470000,[1] 70 65
22-09-06.471000,[2] 62
22-09-06.472000,""""
22-09-06.474000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.478000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.480000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.487000,"""COUNT 1 1 1 0"
22-09-06.488000,[0] 58 68 0
22-09-06.489000,[1] 69 67
22-09-06.490000,[2] 62
22-09-06.491000,""""
22-09-06.494000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.496000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.498000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.503000,"""[RSP] Sensor: 4. RSSI: 77"""
22-09-06.507000,"""COUNT 1 1 1 1"
22-09-06.509000,[0] 58 69 69
22-09-06.510000,[1] 70 66
22-09-06.512000,[2] 61
22-09-06.512000,""""
22-09-06.515000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.517000,"""[RSP] Sensor: 4. RSSI: 74"""
22-09-06.524000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.527000,"""COUNT 1 1 0 1"
22-09-06.527000,[0] 0 0 67
22-09-06.528000,[1] 0 70
22-09-06.529000,[2] 0
22-09-06.530000,""""
22-09-06.533000,"""[RSP] Sensor: 4. RSSI: 77"""
22-09-06.538000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.543000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.548000,"""COUNT 1 1 0 1"
22-09-06.549000,[0] 58 0 64
22-09-06.550000,[1] 0 63
22-09-06.551000,[2] 55
22-09-06.552000,""""
22-09-06.556000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.557000,"""[RSP] Sensor: 4. RSSI: 87"""
22-09-06.558000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.562000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.564000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.568000,"""COUNT 1 1 2 1"
22-09-06.569000,[0] 58 67 64
22-09-06.571000,[1] 67 62
22-09-06.571000,[2] 53
22-09-06.572000,""""
22-09-06.574000,"""[RSP] Sensor: 4. RSSI: 76"""
22-09-06.578000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.581000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.584000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-06.587000,"""[RSP] Sensor: 4. RSSI: 75"""
22-09-06.589000,"""COUNT 1 1 1 2"
22-09-06.590000,[0] 58 68 0
22-09-06.591000,[1] 66 64
22-09-06.592000,[2] 56
22-09-06.593000,""""
22-09-06.602000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.604000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.604000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.606000,"""[RSP] Sensor: 4. RSSI: 76"""
22-09-06.607000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.609000,"""COUNT 2 1 1 1"
22-09-06.611000,[0] 58 67 64
22-09-06.613000,[1] 67 63
22-09-06.614000,[2] 57
22-09-06.615000,""""
22-09-06.617000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.618000,"""[RSP] Sensor: 4. RSSI: 77"""
22-09-06.627000,"""COUNT 0 0 1 1"
22-09-06.628000,[0] 0 68 70
22-09-06.629000,[1] 0 0
22-09-06.630000,[2] 56
22-09-06.631000,""""
22-09-06.634000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.636000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.639000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.646000,"""COUNT 1 1 1 0"
22-09-06.647000,[0] 58 70 0
22-09-06.648000,[1] 0 0
22-09-06.650000,[2] 55
22-09-06.651000,""""
22-09-06.653000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.655000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.658000,"""[RSP] Sensor: 4. RSSI: 80"""
22-09-06.662000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.668000,"""COUNT 1 1 1 1"
22-09-06.669000,[0] 58 71 69
22-09-06.670000,[1] 69 63
22-09-06.671000,[2] 64
22-09-06.672000,""""
22-09-06.674000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.676000,"""[RSP] Sensor: 4. RSSI: 82"""
22-09-06.680000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.684000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.688000,"""COUNT 1 1 1 1"
22-09-06.689000,[0] 58 0 68
22-09-06.690000,[1] 0 63
22-09-06.691000,[2] 56
22-09-06.692000,""""
22-09-06.694000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.698000,"""[RSP] Sensor: 4. RSSI: 83"""
22-09-06.700000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.703000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.706000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-06.709000,"""COUNT 1 1 2 1"
22-09-06.710000,[0] 58 0 65
22-09-06.711000,[1] 68 67
22-09-06.712000,[2] 54
22-09-06.713000,""""
22-09-06.715000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.719000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.720000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-06.727000,"""COUNT 1 1 1 0"
22-09-06.729000,[0] 58 67 0
22-09-06.730000,[1] 68 0
22-09-06.731000,[2] 53
22-09-06.732000,""""
22-09-06.733000,"""[RSP] Sensor: 1. RSSI: 58"""
22-09-06.736000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.740000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.742000,"""[RSP] Sensor: 4. RSSI: 75"""
22-09-06.745000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.747000,"""COUNT 2 1 1 1"
22-09-06.750000,[0] 0 0 0
22-09-06.751000,[1] 68 0
22-09-06.752000,[2] 58
22-09-06.753000,""""
22-09-06.754000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.756000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-06.759000,"""[RSP] Sensor: 4. RSSI: 80"""
22-09-06.762000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.766000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.770000,"""COUNT 1 2 1 1"
22-09-06.772000,[0] 58 67 0
22-09-06.773000,[1] 66 63
22-09-06.774000,[2] 65
22-09-06.775000,""""
22-09-06.776000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.779000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.781000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-06.785000,"""[RSP] Sensor: 4. RSSI: 85"""
22-09-06.790000,"""COUNT 1 1 1 1"
22-09-06.791000,[0] 58 68 68
22-09-06.793000,[1] 67 67
22-09-06.794000,[2] 66
22-09-06.795000,""""
22-09-06.796000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.798000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.800000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.805000,"""[RSP] Sensor: 4. RSSI: 78"""
22-09-06.809000,"""COUNT 1 1 1 1"
22-09-06.811000,[0] 58 69 66
22-09-06.811000,[1] 67 64
22-09-06.813000,[2] 57
22-09-06.814000,""""
22-09-06.815000,"""[RSP] Sensor: 2. RSSI: 61"""
22-09-06.818000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.819000,"""[RSP] Sensor: 4. RSSI: 80"""
22-09-06.824000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.827000,"""COUNT 1 1 1 1"
22-09-06.828000,[0] 0 0 0
22-09-06.828000,[1] 0 0
22-09-06.829000,[2] 59
22-09-06.830000,""""
22-09-06.835000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.836000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.838000,"""[RSP] Sensor: 4. RSSI: 80"""
22-09-06.840000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.843000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.847000,"""COUNT 1 2 1 1"
22-09-06.850000,[0] 58 70 76
22-09-06.850000,[1] 66 0
22-09-06.852000,[2] 62
22-09-06.854000,""""
22-09-06.855000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-06.857000,"""[RSP] Sensor: 4. RSSI: 77"""
22-09-06.860000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.862000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.865000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.869000,"""COUNT 1 1 2 1"
22-09-06.869000,[0] 58 69 88
22-09-06.870000,[1] 64 59
22-09-06.871000,[2] 59
22-09-06.872000,""""
22-09-06.876000,"""[RSP] Sensor: 4. RSSI: 77"""
22-09-06.878000,"""[RSP] Sensor: 1. RSSI: 58"""
22-09-06.881000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.884000,"""[RSP] Sensor: 4. RSSI: 75"""
22-09-06.888000,"""COUNT 1 1 0 2"
22-09-06.889000,[0] 58 0 69
22-09-06.889000,[1] 64 0
22-09-06.890000,[2] 55
22-09-06.891000,""""
22-09-06.893000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.896000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.899000,"""[RSP] Sensor: 3. RSSI: 72"""
22-09-06.903000,"""[RSP] Sensor: 4. RSSI: 75"""
22-09-06.907000,"""COUNT 1 1 1 1"
22-09-06.909000,[0] 58 68 70
22-09-06.910000,[1] 64 57
22-09-06.911000,[2] 55
22-09-06.912000,""""
22-09-06.914000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.916000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.920000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-06.924000,"""[RSP] Sensor: 4. RSSI: 77"""
22-09-06.928000,"""COUNT 1 1 1 1"
22-09-06.929000,[0] 58 68 71
22-09-06.930000,[1] 68 0
22-09-06.931000,[2] 59
22-09-06.932000,""""
22-09-06.933000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.938000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-06.942000,"""[RSP] Sensor: 4. RSSI: 75"""
22-09-06.946000,"""COUNT 1 0 1 1"
22-09-06.947000,[0] 0 69 70
22-09-06.948000,[1] 0 0
22-09-06.949000,[2] 66
22-09-06.950000,""""
22-09-06.953000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.955000,"""[RSP] Sensor: 3. RSSI: 69"""
22-09-06.957000,"""[RSP] Sensor: 4. RSSI: 74"""
22-09-06.963000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.966000,"""COUNT 1 1 1 1"
22-09-06.967000,[0] 0 0 0
22-09-06.968000,[1] 67 63
22-09-06.969000,[2] 67
22-09-06.970000,""""
22-09-06.973000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.976000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-06.979000,"""[RSP] Sensor: 4. RSSI: 75"""
22-09-06.982000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-06.985000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-06.989000,"""COUNT 1 2 1 1"
22-09-06.990000,[0] 58 66 70
22-09-06.991000,[1] 68 63
22-09-06.992000,[2] 64
22-09-06.993000,""""
22-09-06.995000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-06.999000,"""[RSP] Sensor: 4. RSSI: 75"""
22-09-07.001000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.004000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.007000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-07.009000,"""COUNT 1 1 2 1"
22-09-07.010000,[0] 58 68 0
22-09-07.011000,[1] 76 0
22-09-07.012000,[2] 62
22-09-07.013000,""""
22-09-07.014000,"""[RSP] Sensor: 4. RSSI: 74"""
22-09-07.017000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.020000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.023000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-07.026000,"""[RSP] Sensor: 4. RSSI: 74"""
22-09-07.027000,"""COUNT 1 1 1 2"
22-09-07.030000,[0] 58 69 0
22-09-07.031000,[1] 75 0
22-09-07.032000,[2] 66
22-09-07.033000,""""
22-09-07.035000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.037000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.040000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-07.043000,"""[RSP] Sensor: 4. RSSI: 76"""
22-09-07.046000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.049000,"""COUNT 2 1 1 1"
22-09-07.051000,[0] 58 69 0
22-09-07.053000,[1] 66 0
22-09-07.054000,[2] 57
22-09-07.054000,""""
22-09-07.056000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.058000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.061000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.067000,"""COUNT 1 1 1 0"
22-09-07.069000,[0] 58 70 0
22-09-07.071000,[1] 64 0
22-09-07.072000,[2] 53
22-09-07.073000,""""
22-09-07.074000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.076000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.079000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.083000,"""[RSP] Sensor: 4. RSSI: 85"""
22-09-07.088000,"""COUNT 1 1 1 1"
22-09-07.089000,[0] 58 70 68
22-09-07.092000,[1] 65 0
22-09-07.093000,[2] 51
22-09-07.094000,""""
22-09-07.095000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.096000,"""[RSP] Sensor: 3. RSSI: 72"""
22-09-07.100000,"""[RSP] Sensor: 4. RSSI: 81"""
22-09-07.103000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.108000,"""COUNT 1 1 1 1"
22-09-07.109000,[0] 0 0 67
22-09-07.111000,[1] 64 62
22-09-07.113000,[2] 50
22-09-07.114000,""""
22-09-07.115000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.117000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-07.119000,"""[RSP] Sensor: 4. RSSI: 77"""
22-09-07.123000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.125000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.129000,"""COUNT 1 2 1 1"
22-09-07.130000,[0] 58 69 66
22-09-07.133000,[1] 66 60
22-09-07.134000,[2] 55
22-09-07.135000,""""
22-09-07.136000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.138000,"""[RSP] Sensor: 4. RSSI: 78"""
22-09-07.141000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.144000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.147000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-07.148000,"""COUNT 1 1 2 1"
22-09-07.150000,[0] 58 69 0
22-09-07.153000,[1] 68 0
22-09-07.154000,[2] 60
22-09-07.155000,""""
22-09-07.156000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.157000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.160000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-07.164000,"""[RSP] Sensor: 4. RSSI: 84"""
22-09-07.169000,"""COUNT 1 1 1 1"
22-09-07.170000,[0] 58 70 0
22-09-07.171000,[1] 69 0
22-09-07.174000,[2] 53
22-09-07.175000,""""
22-09-07.176000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.177000,"""[RSP] Sensor: 2. RSSI: 61"""
22-09-07.180000,"""[RSP] Sensor: 4. RSSI: 83"""
22-09-07.186000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.188000,"""COUNT 2 1 0 1"
22-09-07.190000,[0] 58 0 68
22-09-07.191000,[1] 67 0
22-09-07.192000,[2] 51
22-09-07.195000,""""
22-09-07.196000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.197000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.201000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.208000,"""COUNT 1 1 1 0"
22-09-07.209000,[0] 58 70 0
22-09-07.209000,[1] 0 75
22-09-07.210000,[2] 51
22-09-07.211000,""""
22-09-07.213000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.220000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.221000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.223000,"""[RSP] Sensor: 4. RSSI: 70"""
22-09-07.227000,"""COUNT 1 1 1 1"
22-09-07.229000,[0] 58 69 68
22-09-07.230000,[1] 64 62
22-09-07.231000,[2] 51
22-09-07.232000,""""
22-09-07.234000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.236000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.240000,"""[RSP] Sensor: 4. RSSI: 70"""
22-09-07.244000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.247000,"""COUNT 1 1 1 1"
22-09-07.247000,[0] 0 0 0
22-09-07.250000,[1] 68 0
22-09-07.251000,[2] 52
22-09-07.252000,""""
22-09-07.254000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.255000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.258000,"""[RSP] Sensor: 4. RSSI: 71"""
22-09-07.260000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.264000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.268000,"""COUNT 1 2 1 1"
22-09-07.272000,[0] 58 67 75
22-09-07.273000,[1] 71 0
22-09-07.273000,[2] 58
22-09-07.274000,""""
22-09-07.276000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-07.277000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.279000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.284000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-07.287000,"""COUNT 1 1 2 0"
22-09-07.288000,[0] 58 67 0
22-09-07.289000,[1] 71 0
22-09-07.290000,[2] 0
22-09-07.293000,""""
22-09-07.295000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.296000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.303000,"""[RSP] Sensor: 4. RSSI: 73"""
22-09-07.307000,"""COUNT 1 1 0 1"
22-09-07.309000,[0] 58 0 70
22-09-07.309000,[1] 68 0
22-09-07.310000,[2] 0
22-09-07.311000,""""
22-09-07.315000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.316000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.319000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-07.322000,"""[RSP] Sensor: 4. RSSI: 71"""
22-09-07.325000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.328000,"""COUNT 2 1 1 1"
22-09-07.329000,[0] 58 68 0
22-09-07.330000,[1] 64 0
22-09-07.332000,[2] 51
22-09-07.332000,""""
22-09-07.336000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.338000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.340000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-07.344000,"""[RSP] Sensor: 4. RSSI: 71"""
22-09-07.348000,"""COUNT 1 1 1 1"
22-09-07.350000,[0] 58 68 75
22-09-07.350000,[1] 66 61
22-09-07.352000,[2] 50
22-09-07.353000,""""
22-09-07.354000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.356000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.361000,"""[RSP] Sensor: 4. RSSI: 75"""
22-09-07.366000,"""COUNT 1 1 0 1"
22-09-07.368000,[0] 58 0 66
22-09-07.368000,[1] 0 0
22-09-07.369000,[2] 0
22-09-07.370000,""""
22-09-07.373000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.376000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.378000,"""[RSP] Sensor: 4. RSSI: 74"""
22-09-07.383000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.388000,"""COUNT 1 1 1 1"
22-09-07.389000,[0] 0 0 61
22-09-07.390000,[1] 69 62
22-09-07.390000,[2] 53
22-09-07.391000,""""
22-09-07.394000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.396000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.399000,"""[RSP] Sensor: 4. RSSI: 71"""
22-09-07.402000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.405000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.409000,"""COUNT 1 2 1 1"
22-09-07.410000,[0] 63 67 64
22-09-07.411000,[1] 66 61
22-09-07.413000,[2] 54
22-09-07.414000,""""
22-09-07.415000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.418000,"""[RSP] Sensor: 4. RSSI: 71"""
22-09-07.421000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.424000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.426000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.429000,"""COUNT 1 1 2 1"
22-09-07.429000,[0] 58 68 0
22-09-07.430000,[1] 64 58
22-09-07.431000,[2] 53
22-09-07.432000,""""
22-09-07.435000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.439000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.440000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.444000,"""[RSP] Sensor: 4. RSSI: 76"""
22-09-07.448000,"""COUNT 1 1 1 1"
22-09-07.450000,[0] 58 69 66
22-09-07.451000,[1] 63 61
22-09-07.452000,[2] 51
22-09-07.453000,""""
22-09-07.454000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.457000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.460000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.464000,"""[RSP] Sensor: 4. RSSI: 74"""
22-09-07.467000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.470000,"""COUNT 2 1 1 1"
22-09-07.471000,[0] 58 69 67
22-09-07.472000,[1] 64 64
22-09-07.473000,[2] 51
22-09-07.474000,""""
22-09-07.476000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.478000,"""[RSP] Sensor: 3. RSSI: 71"""
22-09-07.481000,"""[RSP] Sensor: 4. RSSI: 72"""
22-09-07.488000,"""COUNT 0 1 1 1"
22-09-07.489000,[0] 58 67 66
22-09-07.491000,[1] 64 63
22-09-07.491000,[2] 50
22-09-07.492000,""""
22-09-07.494000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.497000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.500000,"""[RSP] Sensor: 3. RSSI: 70"""
22-09-07.503000,"""[RSP] Sensor: 4. RSSI: 75"""
22-09-07.507000,"""COUNT 1 1 1 1"
22-09-07.510000,[0] 58 67 64
22-09-07.511000,[1] 65 62
22-09-07.512000,[2] 49
22-09-07.513000,""""
22-09-07.515000,"""[RSP] Sensor: 3. RSSI: 69"""
22-09-07.518000,"""[RSP] Sensor: 4. RSSI: 86"""
22-09-07.521000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.527000,"""COUNT 1 0 1 1"
22-09-07.529000,[0] 0 0 66
22-09-07.529000,[1] 70 63
22-09-07.533000,[2] 49
22-09-07.534000,""""
22-09-07.535000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.536000,"""[RSP] Sensor: 3. RSSI: 69"""
22-09-07.539000,"""[RSP] Sensor: 4. RSSI: 82"""
22-09-07.543000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.548000,"""COUNT 0 2 1 1"
22-09-07.550000,[0] 0 66 66
22-09-07.551000,[1] 70 60
22-09-07.554000,[2] 50
22-09-07.555000,""""
22-09-07.556000,"""[RSP] Sensor: 3. RSSI: 68"""
22-09-07.557000,"""[RSP] Sensor: 4. RSSI: 79"""
22-09-07.560000,"""[RSP] Sensor: 1. RSSI: 59"""
22-09-07.563000,"""[RSP] Sensor: 2. RSSI: 60"""
22-09-07.566000,"""[RSP] Sensor: 3. RSSI: 69"""
22-09-07.569000,"""COUNT 1 1 2 1"
22-09-07.570000,[0] 58 67 0
22-09-07.571000,[1] 69 58
22-09-07.572000,[2] 49
22-09-07.575000,""""
